timestamp,vehicle_id,site_lat,site_lon,ambient_temp_c,relative_humidity,solar_radiation_wm2,wind_speed_ms,reefer_internal_temp,door_open_minutes
2026-06-04 19:00:00,V102,33.414125911269835,-111.98769350210083,33.45,21.6,584.7,0.57,1.88,7
2026-06-04 20:00:00,V101,33.46454991649544,-111.90816710313239,30.95,37.9,728.1,1.29,5.06,13
2026-06-04 21:00:00,V101,33.478945642495624,-111.95218828450004,31.51,31.3,901.4,4.58,8.12,7
2026-06-04 22:00:00,V101,33.46370606654864,-111.99020538746214,31.41,19.5,481.9,1.84,4.22,8
2026-06-04 23:00:00,V101,33.43332583582536,-111.94816172714978,29.8,26.4,731.1,3.79,1.26,5
2026-06-05 00:00:00,V101,33.30440011711388,-111.90546039202182,32.44,27.4,556.8,2.62,4.69,8
2026-06-05 01:00:00,V101,33.47611851231034,-112.01359665082394,32.39,37.6,705.8,5.2,5.29,8
2026-06-05 02:00:00,V101,33.35053331554281,-112.0322445579512,32.01,15.6,772.2,5.74,2.62,6
2026-06-05 03:00:00,V103,33.49277279068416,-112.01152856686102,31.65,23.1,234.1,5.36,3.03,9
2026-06-05 04:00:00,V102,33.52780329837686,-112.04019723397154,29.88,30.5,685.0,1.99,2.88,13
2026-06-05 05:00:00,V101,33.45013359273922,-112.00947326822708,31.37,23.1,370.1,1.57,3.2,9
2026-06-05 06:00:00,V103,33.46270909949392,-112.06504733760823,31.49,33.9,702.5,3.11,3.74,10
2026-06-05 07:00:00,V103,33.5854435678998,-112.13446704513501,33.9,29.5,551.2,0.54,2.71,11
2026-06-05 08:00:00,V103,33.55415020841177,-112.1639258320465,37.76,25.9,780.2,0.64,2.15,8
2026-06-05 09:00:00,V102,33.57427095478544,-112.17949771934032,41.09,43.5,292.6,3.54,4.26,7
2026-06-05 10:00:00,V101,33.544129886495874,-112.12100526487404,45.22,34.0,669.7,3.36,3.73,4
2026-06-05 11:00:00,V103,33.33267550255402,-112.18616293069928,43.85,18.9,408.9,5.97,3.35,3
2026-06-05 12:00:00,V102,33.344697556791054,-112.02984876602419,44.39,31.8,839.7,1.61,4.12,10
2026-06-05 13:00:00,V102,33.45798713918069,-112.11485146589295,43.48,38.4,896.3,1.92,1.72,12
2026-06-05 14:00:00,V102,33.3738208976394,-111.95263955757389,39.51,36.3,947.3,1.12,4.39,8
2026-06-05 15:00:00,V103,33.443008642512346,-112.17772773810348,40.45,20.2,797.0,5.55,3.38,10
2026-06-05 16:00:00,V101,33.4183095971455,-112.13209455169756,38.09,44.2,765.3,4.78,4.36,6
2026-06-05 17:00:00,V103,33.46482427152914,-111.98092615587296,38.8,28.5,361.6,5.02,4.6,6
2026-06-05 18:00:00,V103,33.524062714840746,-112.02035751108495,31.71,19.8,452.0,5.47,5.7,8
2026-06-05 19:00:00,V101,33.514647272129785,-112.18065261862526,32.45,20.4,549.3,3.39,4.15,8
2026-06-05 20:00:00,V101,33.4563702397456,-111.93682816285134,31.95,17.9,780.0,2.98,5.6,11
2026-06-05 21:00:00,V101,33.54671802564512,-111.93682147115216,30.25,39.1,886.2,2.32,3.52,7
2026-06-05 22:00:00,V102,33.42925862746141,-112.10087759883727,33.71,18.7,341.9,3.74,3.59,9
2026-06-05 23:00:00,V101,33.56901428695204,-112.09787824699514,33.13,18.8,891.8,3.0,3.86,10
2026-06-06 00:00:00,V103,33.32138408101655,-111.90329149249496,33.19,40.5,721.7,2.98,5.16,8
2026-06-06 01:00:00,V101,33.58639800900999,-112.01214714852206,30.64,25.3,658.1,5.65,4.95,4
2026-06-06 02:00:00,V103,33.496407924429406,-112.04060504382959,34.1,15.9,349.9,5.91,4.2,9
2026-06-06 03:00:00,V102,33.41402235268116,-111.94855434493442,29.9,16.6,241.6,4.88,2.16,3
2026-06-06 04:00:00,V103,33.35914623797186,-112.1144128984928,32.88,19.3,626.3,4.66,4.92,12
2026-06-06 05:00:00,V103,33.443754968833076,-112.0712452219811,35.29,21.4,688.6,4.24,2.71,9
2026-06-06 06:00:00,V101,33.35836749695559,-112.1196669973535,30.51,35.0,358.1,1.41,2.63,7
2026-06-06 07:00:00,V101,33.34989948232294,-111.96325174602339,34.26,19.7,617.3,0.83,2.29,9
2026-06-06 08:00:00,V103,33.48520552722389,-112.02799519630943,38.15,18.6,842.4,4.3,3.88,4
2026-06-06 09:00:00,V101,33.456925417374535,-112.00235247895799,39.73,37.9,826.3,4.51,5.82,6
2026-06-06 10:00:00,V102,33.50102881038328,-112.12430782504818,40.07,35.1,895.5,0.76,2.55,5
2026-06-06 11:00:00,V102,33.5788817632266,-112.1339324095868,43.69,28.1,474.4,5.6,6.52,9
2026-06-06 12:00:00,V101,33.459678064001714,-112.05348761130513,42.41,31.5,438.5,1.0,5.36,12
2026-06-06 13:00:00,V102,33.47427961597884,-111.97873027527216,44.3,24.4,762.1,2.07,1.8,5
2026-06-06 14:00:00,V101,33.32688790174648,-112.04242807274396,41.01,29.5,523.3,4.2,3.43,8
2026-06-06 15:00:00,V103,33.51529073577259,-112.1902062967363,42.81,30.2,265.7,1.43,2.44,7
2026-06-06 16:00:00,V103,33.41997156204125,-111.93943454810392,36.83,26.6,412.1,0.8,5.0,10
2026-06-06 17:00:00,V102,33.59301757159877,-112.18059393194547,34.62,42.2,513.9,2.32,2.52,8
2026-06-06 18:00:00,V101,33.546952204678696,-111.91325265488378,33.22,15.5,419.4,4.71,1.57,8
2026-06-06 19:00:00,V101,33.45674431215483,-112.19245741251682,30.15,38.5,449.2,2.78,3.51,10
2026-06-06 20:00:00,V102,33.336966796251644,-111.99166486316079,32.34,18.7,420.3,4.09,5.75,10
2026-06-06 21:00:00,V103,33.55782473798418,-112.17533788088647,33.96,38.9,231.1,3.69,3.71,7
2026-06-06 22:00:00,V102,33.539934328627204,-111.92679702616947,29.59,33.5,677.8,0.62,4.6,8
2026-06-06 23:00:00,V103,33.35537553886111,-112.06067002913234,32.28,40.3,648.0,5.94,4.66,12
2026-06-07 00:00:00,V101,33.388583486766095,-112.15874286755489,32.39,17.9,690.0,0.73,1.73,2
2026-06-07 01:00:00,V103,33.538022177444354,-112.09775529006305,33.17,31.8,344.2,5.82,2.65,11
2026-06-07 02:00:00,V102,33.355568533964224,-112.15055259739597,30.14,30.0,421.7,3.52,4.01,10
2026-06-07 03:00:00,V101,33.57532574675142,-112.14882542653288,30.02,36.2,664.7,5.8,3.16,7
2026-06-07 04:00:00,V102,33.427358227558905,-111.91556750394858,32.78,31.0,649.7,1.13,6.56,15
2026-06-07 05:00:00,V102,33.326111688776294,-112.06642616631457,32.45,31.2,579.7,3.2,2.16,5
2026-06-07 06:00:00,V103,33.544724593051285,-111.9633593208284,32.38,27.9,462.8,1.43,2.64,2
2026-06-07 07:00:00,V102,33.41205290491151,-112.0081183316467,35.63,24.3,884.7,0.78,4.44,9
2026-06-07 08:00:00,V103,33.45794975824614,-111.99707209129849,36.98,29.5,454.8,3.9,3.06,14
2026-06-07 09:00:00,V101,33.33369130332336,-112.16049196845839,40.83,18.6,541.7,1.64,-0.34,7
2026-06-07 10:00:00,V103,33.300775204453494,-112.12974466595536,42.83,43.8,708.6,3.73,6.9,5
2026-06-07 11:00:00,V101,33.49139556173799,-111.96397489945367,42.52,36.4,607.3,1.12,2.39,9
2026-06-07 12:00:00,V103,33.45455255110012,-111.90877013805758,46.8,43.6,460.2,2.33,4.84,8
2026-06-07 13:00:00,V102,33.47806157073694,-112.12119730722041,44.3,21.8,526.7,4.8,2.12,9
2026-06-07 14:00:00,V103,33.53812315511416,-112.11852937057469,40.61,41.4,795.9,2.9,2.71,8
2026-06-07 15:00:00,V103,33.49398177402686,-112.05813086015674,41.47,39.3,408.6,3.95,1.57,7
2026-06-07 16:00:00,V101,33.35243203284821,-111.90484790614337,36.54,35.3,306.7,4.06,2.89,8
2026-06-07 17:00:00,V102,33.408231755733176,-112.11931231625206,36.29,33.8,434.9,5.14,3.03,7
2026-06-07 18:00:00,V103,33.57176733143633,-112.07790842710972,33.74,24.5,837.2,2.29,3.8,10
2026-06-07 19:00:00,V102,33.53098341007551,-111.93255599531295,30.77,39.5,266.7,4.28,3.44,8
2026-06-07 20:00:00,V103,33.46699111738101,-112.1991236902136,33.45,30.0,943.8,5.79,1.84,5
2026-06-07 21:00:00,V103,33.37669349934278,-112.18807021050343,32.62,17.1,605.8,4.52,3.21,6
2026-06-07 22:00:00,V102,33.39061815055044,-112.01877849687864,33.23,24.4,938.6,3.19,6.17,8
2026-06-07 23:00:00,V103,33.51958742027569,-111.92778595058616,34.85,43.1,904.2,3.97,5.99,8
2026-06-08 00:00:00,V102,33.55535227825583,-112.12834300187943,31.63,40.5,539.6,4.57,4.68,9
2026-06-08 01:00:00,V103,33.501427400859185,-112.0591074675958,30.87,44.5,348.9,3.87,4.99,11
2026-06-08 02:00:00,V101,33.54285899273053,-112.06486040950266,30.67,33.8,323.7,0.59,7.09,12
2026-06-08 03:00:00,V102,33.52999684056012,-112.05810859617135,30.78,22.4,380.0,1.57,4.86,9
2026-06-08 04:00:00,V103,33.34491119038709,-112.01324409128108,31.88,19.9,732.6,4.96,4.97,5
2026-06-08 05:00:00,V103,33.42718344387399,-112.0590768711028,32.51,20.6,404.7,2.0,1.65,3
2026-06-08 06:00:00,V101,33.345895140248565,-112.06575955760327,32.42,15.6,456.1,4.52,2.33,13
2026-06-08 07:00:00,V102,33.3705706754406,-112.05771347387062,36.35,26.7,536.6,2.55,3.95,12
2026-06-08 08:00:00,V103,33.56077788739532,-112.02273976761869,38.02,20.7,884.9,3.37,2.79,16
2026-06-08 09:00:00,V101,33.441867589689956,-112.0388977534946,42.67,27.3,342.0,0.87,2.5,8
2026-06-08 10:00:00,V103,33.4606074305528,-111.94375920070486,42.0,43.0,203.8,1.5,2.68,13
2026-06-08 11:00:00,V102,33.35353378956833,-112.1851509439519,47.67,27.9,245.1,5.76,1.86,10
2026-06-08 12:00:00,V103,33.393681535814636,-111.9500048785581,44.94,41.3,878.6,5.4,2.81,8
2026-06-08 13:00:00,V103,33.36907385052836,-111.9468226162165,42.31,33.2,685.6,4.09,4.51,13
2026-06-08 14:00:00,V103,33.36185584935553,-112.11452759354071,40.79,22.4,404.8,3.03,6.69,10
2026-06-08 15:00:00,V103,33.49138823799479,-112.06114441349524,41.21,25.7,332.9,4.22,5.2,12
2026-06-08 16:00:00,V101,33.37706515429371,-112.06843845343877,37.66,17.5,420.7,3.9,4.95,8
2026-06-08 17:00:00,V101,33.489604645806125,-112.13444704969376,36.18,25.0,286.1,3.63,1.56,9
2026-06-08 18:00:00,V102,33.31753638423256,-112.08096094587411,32.71,35.3,906.1,0.83,4.18,9
2026-06-08 19:00:00,V101,33.342532318058126,-112.18668366834875,31.89,17.2,788.2,3.98,3.9,6
2026-06-08 20:00:00,V101,33.38236207620004,-112.11665337816548,30.73,21.2,546.8,4.73,4.44,6
2026-06-08 21:00:00,V102,33.47911407506871,-111.95499534736479,29.73,26.4,848.7,5.97,3.46,11
2026-06-08 22:00:00,V101,33.502752373526214,-112.11463130947114,31.33,44.5,387.1,0.56,6.49,7
2026-06-08 23:00:00,V101,33.432815090033856,-111.95453799937553,33.28,38.5,737.8,4.52,4.08,11
2026-06-09 00:00:00,V102,33.433737274373165,-112.04052016061867,32.32,37.0,842.1,3.64,4.23,10
2026-06-09 01:00:00,V102,33.517355055419586,-111.93604119679166,30.13,18.5,467.6,2.89,1.06,7
2026-06-09 02:00:00,V102,33.30474632752967,-112.02756613372068,32.26,38.4,768.1,1.2,3.84,5
2026-06-09 03:00:00,V103,33.402327007342265,-112.19109953308057,32.58,38.6,421.3,2.75,5.72,3
2026-06-09 04:00:00,V103,33.54561211713577,-111.99737393773587,30.67,33.0,424.1,2.45,4.83,5
2026-06-09 05:00:00,V102,33.48096582306401,-112.18654392959293,32.23,44.7,280.3,2.17,0.77,4
2026-06-09 06:00:00,V102,33.40116813982662,-112.06482089430506,32.09,24.8,530.0,4.52,3.33,9
2026-06-09 07:00:00,V102,33.5716574376989,-111.92117199165807,33.39,43.2,747.3,4.35,6.6,11
2026-06-09 08:00:00,V103,33.53178681823481,-112.15043881819865,38.54,42.4,905.2,3.74,3.77,2
2026-06-09 09:00:00,V103,33.37946863417102,-112.08303829411754,41.33,15.3,652.8,5.66,4.48,11
2026-06-09 10:00:00,V101,33.49358695125772,-111.98104190734546,44.02,28.5,847.4,2.42,6.43,13
2026-06-09 11:00:00,V101,33.47872521845669,-111.93532243317155,45.17,44.3,816.9,1.84,3.77,10
2026-06-09 12:00:00,V102,33.42035637421169,-111.99871709857726,41.93,18.1,330.0,4.11,5.19,10
2026-06-09 13:00:00,V103,33.41008682376144,-112.12254802374265,42.18,31.4,564.4,1.59,4.62,10
2026-06-09 14:00:00,V103,33.40306814243271,-111.99761764412514,43.16,44.4,287.7,2.23,4.94,11
2026-06-09 15:00:00,V103,33.485146735018695,-112.11098170766877,41.26,31.7,711.6,1.74,4.57,11
2026-06-09 16:00:00,V102,33.4327229809442,-111.98447123105439,38.77,20.7,912.4,0.88,3.18,8
2026-06-09 17:00:00,V101,33.549558933975426,-111.9137900617245,40.88,32.5,302.8,5.05,3.33,7
2026-06-09 18:00:00,V102,33.50088078484019,-111.98358196466812,32.86,21.1,750.4,1.9,2.72,8
2026-06-09 19:00:00,V101,33.320979481712826,-111.94113584912628,33.7,30.6,674.2,3.1,1.54,6
2026-06-09 20:00:00,V101,33.49205046714845,-112.19936884704724,33.43,17.2,637.7,0.74,5.87,11
2026-06-09 21:00:00,V102,33.381344230950056,-111.98472836258053,32.98,33.2,492.6,4.35,4.02,7
2026-06-09 22:00:00,V101,33.477843597496026,-111.95112373294043,31.53,30.5,466.3,2.32,5.79,10
2026-06-09 23:00:00,V101,33.504039579331035,-112.1878323787366,33.14,37.2,233.9,4.6,6.35,9
2026-06-10 00:00:00,V103,33.3692487567462,-111.93852068181354,30.84,33.9,363.4,2.77,4.08,11
2026-06-10 01:00:00,V101,33.43705759346411,-112.12299173150699,31.64,31.5,211.4,1.58,2.03,6
2026-06-10 02:00:00,V102,33.357097458845715,-112.00041236940659,31.27,35.7,636.1,3.32,3.71,5
2026-06-10 03:00:00,V102,33.31570166273595,-111.95989353629298,32.12,19.3,279.4,1.22,2.99,6
2026-06-10 04:00:00,V101,33.41354292704576,-112.0012006460822,35.47,32.9,854.8,2.92,1.03,10
2026-06-10 05:00:00,V103,33.4088832815538,-112.17231456237802,29.2,20.2,592.4,2.25,3.25,10
2026-06-10 06:00:00,V103,33.59864414721128,-112.0211035443419,33.03,42.8,724.8,5.52,3.89,7
2026-06-10 07:00:00,V101,33.433905705359294,-112.03512490298336,32.69,17.1,508.1,0.84,3.04,5
2026-06-10 08:00:00,V101,33.40007086484166,-111.92990361957773,37.29,27.9,620.4,4.32,2.84,4
2026-06-10 09:00:00,V102,33.474142502015,-112.07872808110675,42.12,35.9,907.0,1.51,2.08,11
2026-06-10 10:00:00,V101,33.32663021823233,-112.10367567087388,42.49,28.7,262.1,2.25,4.29,13
2026-06-10 11:00:00,V103,33.588499720786444,-111.97504477066907,41.97,17.8,390.5,2.79,6.8,5
2026-06-10 12:00:00,V101,33.49048801367731,-112.07619740217498,42.93,31.6,785.0,5.49,5.92,10
2026-06-10 13:00:00,V102,33.52645134598225,-112.00617114749849,44.61,34.2,274.1,1.83,4.98,5
2026-06-10 14:00:00,V102,33.351143381452175,-112.00606497296262,41.3,36.1,256.7,1.0,5.01,12
2026-06-10 15:00:00,V102,33.42284335590156,-111.93358828069196,40.81,26.2,471.2,2.25,3.8,10
2026-06-10 16:00:00,V102,33.426806734018854,-112.02039227930428,38.07,31.9,269.1,1.08,1.29,10
2026-06-10 17:00:00,V102,33.546541933170325,-112.0493539170114,34.13,28.5,638.8,1.21,3.45,4
2026-06-10 18:00:00,V101,33.30037100392782,-112.15833860208105,35.22,35.2,369.7,3.66,2.55,5
2026-06-10 19:00:00,V101,33.39025593250597,-112.16527871799639,32.95,32.5,871.8,0.83,4.23,13
2026-06-10 20:00:00,V101,33.59437091230329,-112.15370353041509,28.96,30.8,787.6,0.67,5.85,6
2026-06-10 21:00:00,V101,33.442465963051866,-112.14844545560187,32.28,22.5,724.8,4.43,6.96,12
2026-06-10 22:00:00,V102,33.414757884073204,-112.00863687220091,31.01,15.1,662.7,2.49,4.1,5
2026-06-10 23:00:00,V103,33.33594870060529,-111.97770562491763,33.28,20.2,847.6,1.19,1.5,10
2026-06-11 00:00:00,V101,33.59224938858841,-112.04100254312208,30.81,18.5,367.3,1.89,4.09,4
2026-06-11 01:00:00,V103,33.306007906777744,-111.95129468023636,31.83,28.5,854.8,4.03,4.13,11
2026-06-11 02:00:00,V101,33.521154067502174,-111.90262103197992,32.76,33.4,792.1,2.02,5.02,5
2026-06-11 03:00:00,V101,33.53057994143655,-111.9539962112642,33.3,21.4,761.1,3.22,3.97,8
2026-06-11 04:00:00,V103,33.37309701481916,-111.99153528789722,30.2,43.2,620.9,1.17,4.1,9
2026-06-11 05:00:00,V102,33.50146753308391,-112.04025219016886,31.5,15.2,384.7,3.73,3.05,10
2026-06-11 06:00:00,V101,33.32787874331382,-112.06534407849759,31.29,38.2,517.7,2.24,3.53,4
2026-06-11 07:00:00,V101,33.37711417992962,-112.17468228583664,34.13,33.8,795.2,3.95,4.77,7
2026-06-11 08:00:00,V101,33.53637059648768,-112.0801893754816,40.65,26.2,223.8,4.95,0.99,7
2026-06-11 09:00:00,V103,33.55940585761006,-111.92695960896536,41.09,16.5,786.5,3.86,3.52,4
2026-06-11 10:00:00,V102,33.482545923797936,-111.95759321102804,40.5,33.8,380.1,2.13,5.03,18
