timestamp,vehicle_id,site_lat,site_lon,ambient_temp_c,relative_humidity,solar_radiation_wm2,wind_speed_ms,reefer_internal_temp,door_open_minutes,wbgt,cooling_load_mw,delivery_delay_min,worker_incident_flag,q10_recovery_temp,thermal_lag_hours
2026-06-02 04:00:00,V101,33.44396912447762,-111.9296111967676,31.1,31.9,292.4,1.6,5.55,4,27.43,-0.12,4.35,0,13.97,47.14
2026-06-02 05:00:00,V102,33.505790320794894,-112.00449962438807,31.56,27.8,723.9,2.23,5.52,8,27.5,-1.2,0.86,0,19.86,66.86
2026-06-02 06:00:00,V102,33.30521393705564,-112.1057817615022,31.1,24.8,512.1,4.85,4.28,3,26.23,3.57,-4.58,0,11.23,47.14
2026-06-02 07:00:00,V103,33.396939197121085,-112.12370340564652,37.88,40.2,585.4,5.54,5.33,4,36.08,2.39,-0.13,0,16.06,337.71
2026-06-02 08:00:00,V101,33.5919293244211,-111.95422346853856,37.98,19.3,877.5,2.48,2.75,6,31.23,1.44,-4.15,0,18.65,342.0
2026-06-02 09:00:00,V102,33.47403366890864,-111.93605342581448,38.9,27.9,867.4,2.19,4.88,13,34.35,4.33,0.69,0,29.63,381.43
2026-06-02 10:00:00,V102,33.37626737396925,-112.0423695262363,43.63,42.1,813.4,1.57,3.77,6,44.12,1.23,5.93,1,21.75,584.14
2026-06-02 11:00:00,V101,33.456519013990864,-112.12669801776408,41.76,40.4,582.6,4.23,0.91,5,40.79,-7.7,-7.4,1,16.98,504.0
2026-06-02 12:00:00,V103,33.40279604643627,-112.16611703747664,44.31,27.0,752.2,2.28,1.62,4,39.47,11.62,2.8,1,15.69,613.29
2026-06-02 13:00:00,V101,33.45967349664789,-112.17384615965044,40.65,37.9,584.7,5.93,3.01,8,38.6,-1.93,0.61,0,23.74,456.43
2026-06-02 14:00:00,V103,33.33772245354199,-111.98427676579384,40.4,39.7,852.2,2.29,4.62,5,39.29,-3.82,-6.15,0,18.7,445.71
2026-06-02 15:00:00,V102,33.33981439614578,-112.07396438164568,40.78,41.7,502.1,2.67,3.01,6,39.98,5.43,-0.87,0,20.05,462.0
2026-06-02 16:00:00,V103,33.34306270861182,-111.92839203771663,39.11,31.3,927.7,3.82,3.11,10,35.47,-4.11,-4.47,0,25.87,390.43
2026-06-02 17:00:00,V102,33.581945937578055,-111.97809860978198,35.36,21.1,899.2,4.91,5.14,16,29.38,4.71,-2.03,0,29.26,229.71
2026-06-02 18:00:00,V101,33.519869675502406,-112.14262187462565,31.83,22.7,756.2,3.08,3.17,5,26.78,-8.4,1.64,0,14.45,78.43
2026-06-02 19:00:00,V101,33.34871456839869,-112.01586677435527,31.55,23.9,409.6,2.82,6.0,10,26.44,-8.0,1.68,0,22.15,66.43
2026-06-02 20:00:00,V101,33.35650472512968,-112.06934836368056,29.78,32.8,298.7,5.98,5.75,6,26.21,-3.82,-1.59,0,16.59,0.0
2026-06-02 21:00:00,V103,33.519248842461266,-112.02682508076944,30.92,16.0,841.0,0.56,4.03,10,25.09,-3.1,-1.65,0,21.03,39.43
2026-06-02 22:00:00,V102,33.34684915343765,-111.97857926299844,31.31,34.1,324.0,5.42,5.13,6,27.85,1.42,-1.41,0,16.94,56.14
2026-06-02 23:00:00,V101,33.37036838800044,-111.95814123569886,33.59,25.9,840.7,1.32,4.93,9,29.03,4.11,4.1,0,21.94,153.86
2026-06-03 00:00:00,V101,33.58900404984612,-111.946878802078,32.52,23.9,568.1,4.82,3.63,11,27.29,-7.44,4.58,0,22.9,108.0
2026-06-03 01:00:00,V102,33.376591957418526,-112.1238075376284,29.36,41.4,504.9,3.9,5.29,4,27.53,8.07,7.12,0,13.23,0.0
2026-06-03 02:00:00,V101,33.498489705111346,-112.1906653200248,32.49,28.8,877.4,2.38,5.51,12,28.63,5.86,-0.64,0,24.36,106.71
2026-06-03 03:00:00,V102,33.59358938622016,-111.97821157945056,31.42,17.9,652.9,5.31,2.57,10,25.37,0.8,0.19,0,20.81,60.86
2026-06-03 04:00:00,V102,33.412289030141935,-112.16809688212328,30.98,39.8,632.5,0.57,4.23,6,29.1,-7.26,8.54,0,16.3,42.0
2026-06-03 05:00:00,V102,33.30525479725861,-112.10552412341612,32.92,16.4,619.1,1.75,4.21,12,26.35,0.25,-1.48,0,24.27,125.14
2026-06-03 06:00:00,V102,33.37324418712671,-112.1988548597627,33.55,36.8,478.4,3.62,5.27,10,30.74,-3.65,-0.07,0,23.15,152.14
2026-06-03 07:00:00,V102,33.549263157402514,-111.99549915527952,36.5,38.2,789.2,2.43,3.33,6,34.43,-1.03,3.12,0,18.3,278.57
2026-06-03 08:00:00,V103,33.55938265078651,-112.14986039655864,36.74,25.6,389.6,3.86,3.1,10,31.17,-4.4,-2.21,0,24.36,288.86
2026-06-03 09:00:00,V101,33.53055580935714,-112.0034152770925,40.02,39.7,904.2,0.63,4.25,8,38.98,-4.36,4.17,0,23.95,429.43
2026-06-03 10:00:00,V103,33.33393294572297,-111.90247721484964,42.89,30.5,870.5,1.14,5.77,10,39.32,6.94,-0.78,1,29.23,552.43
2026-06-03 11:00:00,V101,33.53865311150892,-112.178198738517,45.05,28.9,453.1,1.2,2.2,6,40.74,13.27,4.48,1,21.53,645.0
2026-06-03 12:00:00,V103,33.57560333909805,-112.17687659641456,43.28,16.4,747.1,1.54,2.46,5,34.78,7.19,-3.68,1,18.52,569.14
2026-06-03 13:00:00,V102,33.48018286276387,-112.0978859722,43.31,23.7,629.9,3.03,3.22,15,37.12,3.96,-2.59,1,34.36,570.43
2026-06-03 14:00:00,V101,33.58226260690142,-111.9400840457246,40.73,42.9,453.2,4.64,3.49,11,40.13,1.8,-0.3,0,28.33,459.86
2026-06-03 15:00:00,V101,33.54805166511356,-112.1353410393626,38.69,26.8,941.4,5.48,1.35,6,33.76,6.81,1.25,0,18.2,372.43
2026-06-03 16:00:00,V103,33.50009145509727,-112.0918866540209,39.22,31.4,218.9,5.09,6.25,10,34.84,-3.06,0.35,0,27.09,395.14
2026-06-03 17:00:00,V103,33.47315557101352,-112.17944837801193,37.14,31.0,389.5,1.58,3.8,8,32.98,-0.91,-1.79,0,22.16,306.0
2026-06-03 18:00:00,V101,33.40457210017259,-111.97105341262234,31.89,32.7,590.1,2.93,3.58,13,28.52,5.23,-3.21,0,24.17,81.0
2026-06-03 19:00:00,V103,33.34778623357284,-112.07750809717216,33.51,16.8,591.5,1.6,6.43,5,26.86,1.39,-0.16,0,17.09,150.43
2026-06-03 20:00:00,V103,33.48148617680716,-111.97222538008177,32.54,25.9,641.7,1.95,5.08,10,27.91,-6.69,1.89,0,22.44,108.86
2026-06-03 21:00:00,V103,33.39543346608544,-111.92891764669596,31.03,36.7,763.8,3.27,3.2,10,28.6,3.74,1.17,0,20.79,44.14
2026-06-03 22:00:00,V102,33.559931600258295,-112.1301710558696,32.54,21.0,667.6,0.87,4.25,2,27.05,-5.76,-2.44,0,9.38,108.86
2026-06-03 23:00:00,V102,33.59800108120759,-111.95778119089802,34.31,21.1,650.2,1.7,3.94,9,28.43,4.82,-2.37,0,21.96,184.71
2026-06-04 00:00:00,V103,33.52572832878467,-112.18227183297653,31.95,15.3,240.1,5.64,6.17,8,24.85,-5.31,0.41,0,20.37,83.57
2026-06-04 01:00:00,V103,33.32714450858612,-111.93034578354592,34.35,28.1,482.4,3.06,3.75,12,29.71,-4.83,1.85,0,25.13,186.43
2026-06-04 02:00:00,V102,33.38660567865919,-112.00476943573238,28.07,41.5,374.0,2.95,1.84,7,26.25,1.79,4.76,0,15.04,0.0
2026-06-04 03:00:00,V102,33.33273288952972,-111.9377319827585,33.23,16.6,399.0,0.58,1.18,11,26.46,1.43,4.57,0,22.56,138.43
2026-06-04 04:00:00,V101,33.495153494337515,-112.19994348013304,32.13,20.7,615.8,1.86,6.21,7,26.56,-1.16,0.71,0,19.26,91.29
2026-06-04 05:00:00,V101,33.52955725936673,-112.1492756788932,31.55,24.3,349.6,5.26,2.82,8,26.33,-3.53,0.47,0,18.64,66.43
2026-06-04 06:00:00,V102,33.577702449264216,-112.08307218377206,32.14,37.0,420.5,1.41,5.01,10,29.46,7.57,0.4,0,22.16,91.71
2026-06-04 07:00:00,V103,33.43145170392359,-112.0861491289876,32.12,34.2,377.8,2.78,4.11,7,28.8,-7.19,-3.07,0,18.21,90.86
2026-06-04 08:00:00,V103,33.57041269487654,-112.13198088512296,37.67,27.5,911.4,0.58,3.38,9,33.19,-4.51,1.21,0,23.73,328.71
2026-06-04 09:00:00,V103,33.5633673477124,-112.08551641803984,41.02,37.8,908.5,3.13,3.61,8,39.47,-10.78,-2.69,0,24.21,472.29
2026-06-04 10:00:00,V103,33.395158715029616,-112.16134538639992,44.61,33.3,657.5,0.62,6.38,7,42.1,1.45,-3.19,1,25.63,626.14
2026-06-04 11:00:00,V101,33.560670187662176,-112.0761716612202,42.81,41.9,893.4,5.01,1.83,9,42.88,1.33,6.34,1,26.15,549.0
2026-06-04 12:00:00,V102,33.41270167556452,-111.95929370125222,42.79,39.5,789.4,5.04,3.42,10,41.95,3.04,0.69,1,28.31,548.14
2026-06-04 13:00:00,V103,33.389060782368084,-112.056278981069,42.84,22.6,642.5,4.83,5.36,6,36.21,5.6,0.44,1,22.27,550.29
2026-06-04 14:00:00,V101,33.49472239763832,-112.19459997331644,43.77,23.1,204.8,2.06,2.08,3,36.99,-2.05,-2.37,1,12.89,590.14
2026-06-04 15:00:00,V103,33.398514368365525,-112.07356678752625,40.98,18.8,779.4,5.1,5.98,7,33.42,-2.74,0.0,0,23.6,470.57
2026-06-04 16:00:00,V102,33.48906262449874,-112.19184749517277,37.21,25.1,726.9,3.49,5.34,2,31.83,-0.29,-0.15,0,11.12,309.0
2026-06-04 17:00:00,V101,33.48294954164961,-111.91012697678796,35.88,45.0,661.4,2.56,4.41,10,35.22,-3.6,-0.79,0,24.3,252.0
2026-06-04 18:00:00,V102,33.46903167820454,-112.16176381217316,32.15,27.2,770.3,3.94,3.25,4,27.85,0.38,-0.2,0,12.78,92.14
2026-06-04 19:00:00,V102,33.414125911269835,-111.98769350210084,33.45,21.6,584.7,0.57,1.88,7,27.83,-4.22,-2.75,0,17.77,147.86
2026-06-04 20:00:00,V101,33.46454991649544,-111.9081671031324,30.95,37.9,728.1,1.29,5.06,13,28.8,2.49,4.53,0,23.89,40.71
2026-06-04 21:00:00,V101,33.478945642495624,-111.95218828450004,31.51,31.3,901.4,4.58,8.12,7,28.15,-2.51,3.24,0,19.89,64.71
2026-06-04 22:00:00,V101,33.46370606654864,-111.99020538746214,31.41,19.5,481.9,1.84,4.22,8,25.65,8.03,5.47,0,19.19,60.43
2026-06-04 23:00:00,V101,33.43332583582536,-111.94816172714978,29.8,26.4,731.1,3.79,1.26,5,25.72,3.97,-1.91,0,12.49,0.0
2026-06-05 00:00:00,V101,33.30440011711388,-111.90546039202182,32.44,27.4,556.8,2.62,4.69,8,27.99,5.05,5.4,0,19.97,104.57
2026-06-05 01:00:00,V101,33.47611851231034,-112.01359665082394,32.39,37.6,705.8,5.2,5.29,8,29.91,-9.45,-3.3,0,20.21,102.43
2026-06-05 02:00:00,V101,33.35053331554281,-112.0322445579512,32.01,15.6,772.2,5.74,2.62,6,25.48,-3.31,-0.17,0,15.88,86.14
2026-06-05 03:00:00,V103,33.49277279068416,-112.01152856686102,31.65,23.1,234.1,5.36,3.03,9,26.07,-0.1,1.1,0,20.01,70.71
2026-06-05 04:00:00,V102,33.52780329837686,-112.04019723397154,29.88,30.5,685.0,1.99,2.88,13,26.5,-3.64,-4.94,0,22.52,0.0
2026-06-05 05:00:00,V101,33.45013359273922,-112.00947326822708,31.37,23.1,370.1,1.57,3.2,9,26.17,-6.22,-1.44,0,19.92,58.71
2026-06-05 06:00:00,V103,33.46270909949392,-112.06504733760823,31.49,33.9,702.5,3.11,3.74,10,28.47,4.44,-3.5,0,21.28,63.86
2026-06-05 07:00:00,V103,33.5854435678998,-112.134467045135,33.9,29.5,551.2,0.54,2.71,11,29.8,-9.72,-2.96,0,23.52,167.14
2026-06-05 08:00:00,V103,33.55415020841177,-112.1639258320465,37.76,25.9,780.2,0.64,2.15,8,32.73,0.65,-3.8,0,21.76,332.57
2026-06-05 09:00:00,V102,33.57427095478544,-112.17949771934032,41.09,43.5,292.6,3.54,4.26,7,40.66,-1.82,4.0,0,22.8,475.29
2026-06-05 10:00:00,V101,33.544129886495874,-112.12100526487404,45.22,34.0,669.7,3.36,3.73,4,42.97,6.16,9.44,1,17.41,652.29
2026-06-05 11:00:00,V103,33.33267550255402,-112.18616293069928,43.85,18.9,408.9,5.97,3.35,3,35.59,0.02,2.99,1,13.85,593.57
2026-06-05 12:00:00,V102,33.344697556791054,-112.0298487660242,44.39,31.8,839.7,1.61,4.12,10,41.42,2.02,-5.19,1,29.58,616.71
2026-06-05 13:00:00,V102,33.45798713918069,-112.11485146589295,43.48,38.4,896.3,1.92,1.72,12,42.7,-2.41,-0.71,1,30.9,577.71
2026-06-05 14:00:00,V102,33.3738208976394,-111.95263955757387,39.51,36.3,947.3,1.12,4.39,8,37.44,4.06,0.97,0,23.73,407.57
2026-06-05 15:00:00,V103,33.443008642512346,-112.17772773810348,40.45,20.2,797.0,5.55,3.38,10,33.37,1.63,1.2,0,26.81,447.86
2026-06-05 16:00:00,V101,33.4183095971455,-112.13209455169756,38.09,44.2,765.3,4.78,4.36,6,37.58,-8.8,-0.47,0,19.58,346.71
2026-06-05 17:00:00,V103,33.46482427152914,-111.98092615587296,38.8,28.5,361.6,5.02,4.6,6,33.77,4.94,1.97,0,20.03,377.14
2026-06-05 18:00:00,V103,33.524062714840746,-112.02035751108497,31.71,19.8,452.0,5.47,5.7,8,25.72,-1.55,-4.66,0,20.02,73.29
2026-06-05 19:00:00,V101,33.514647272129785,-112.18065261862526,32.45,20.4,549.3,3.39,4.15,8,26.62,1.68,-1.01,0,19.73,105.0
2026-06-05 20:00:00,V101,33.4563702397456,-111.93682816285134,31.95,17.9,780.0,2.98,5.6,11,26.01,-0.34,0.38,0,23.18,83.57
2026-06-05 21:00:00,V101,33.54671802564512,-111.93682147115216,30.25,39.1,886.2,2.32,3.52,7,28.45,-4.13,-1.64,0,16.98,10.71
2026-06-05 22:00:00,V102,33.42925862746141,-112.10087759883729,33.71,18.7,341.9,3.74,3.59,9,27.04,-0.21,-1.6,0,21.46,159.0
2026-06-05 23:00:00,V101,33.56901428695204,-112.09787824699514,33.13,18.8,891.8,3.0,3.86,10,27.2,5.19,-1.98,0,22.36,134.14
2026-06-06 00:00:00,V103,33.32138408101655,-111.90329149249496,33.19,40.5,721.7,2.98,5.16,8,31.39,-4.87,-2.56,0,20.6,136.71
2026-06-06 01:00:00,V101,33.58639800900999,-112.01214714852206,30.64,25.3,658.1,5.65,4.95,4,26.05,-2.17,-0.8,0,13.42,27.43
2026-06-06 02:00:00,V103,33.496407924429406,-112.0406050438296,34.1,15.9,349.9,5.91,4.2,9,26.66,-7.23,-2.51,0,21.94,175.71
2026-06-06 03:00:00,V102,33.41402235268116,-111.94855434493442,29.9,16.6,241.6,4.88,2.16,3,23.63,5.56,-1.17,0,9.35,0.0
2026-06-06 04:00:00,V103,33.35914623797186,-112.1144128984928,32.88,19.3,626.3,4.66,4.92,12,26.75,2.94,-6.45,0,24.46,123.43
2026-06-06 05:00:00,V103,33.44375496883308,-112.0712452219811,35.29,21.4,688.6,4.24,2.71,9,29.21,4.06,2.72,0,22.04,226.71
2026-06-06 06:00:00,V101,33.35836749695559,-112.1196669973535,30.51,35.0,358.1,1.41,2.63,7,27.52,8.12,-4.34,0,16.67,21.86
2026-06-06 07:00:00,V101,33.34989948232294,-111.9632517460234,34.26,19.7,617.3,0.83,2.29,9,28.1,-8.24,-1.28,0,21.26,182.57
2026-06-06 08:00:00,V103,33.48520552722389,-112.02799519630943,38.15,18.6,842.4,4.3,3.88,4,31.06,-0.29,5.19,0,15.18,349.29
2026-06-06 09:00:00,V101,33.456925417374535,-112.002352478958,39.73,37.9,826.3,4.51,5.82,6,37.85,-3.13,-1.76,0,21.12,417.0
2026-06-06 10:00:00,V102,33.50102881038328,-112.12430782504818,40.07,35.1,895.5,0.76,2.55,5,37.69,2.74,-0.7,0,17.31,431.57
2026-06-06 11:00:00,V102,33.5788817632266,-112.1339324095868,43.69,28.1,474.4,5.6,6.52,9,38.75,1.1,-1.15,1,28.58,586.71
2026-06-06 12:00:00,V101,33.459678064001714,-112.05348761130512,42.41,31.5,438.5,1.0,5.36,12,38.7,2.45,1.82,1,31.25,531.86
2026-06-06 13:00:00,V102,33.47427961597884,-111.97873027527216,44.3,24.4,762.1,2.07,1.8,5,38.54,-5.54,-8.49,1,18.52,612.86
2026-06-06 14:00:00,V101,33.32688790174648,-112.04242807274396,41.01,29.5,523.3,4.2,3.43,8,36.49,4.22,-2.95,0,24.12,471.86
2026-06-06 15:00:00,V103,33.51529073577259,-112.1902062967363,42.81,30.2,265.7,1.43,2.44,7,38.52,-12.9,2.49,1,22.76,549.0
2026-06-06 16:00:00,V103,33.41997156204125,-111.93943454810392,36.83,26.6,412.1,0.8,5.0,10,31.67,10.79,-4.01,0,25.12,292.71
2026-06-06 17:00:00,V102,33.59301757159877,-112.18059393194548,34.62,42.2,513.9,2.32,2.52,8,33.06,3.83,-5.43,0,20.2,198.0
2026-06-06 18:00:00,V101,33.546952204678696,-111.91325265488378,33.22,15.5,419.4,4.71,1.57,8,26.05,0.49,1.0,0,19.0,138.0
2026-06-06 19:00:00,V101,33.45674431215483,-112.19245741251682,30.15,38.5,449.2,2.78,3.51,10,27.8,-5.03,-0.95,0,20.35,6.43
2026-06-06 20:00:00,V102,33.336966796251644,-111.9916648631608,32.34,18.7,420.3,4.09,5.75,10,26.04,-5.36,-1.04,0,22.56,100.29
2026-06-06 21:00:00,V103,33.55782473798418,-112.17533788088647,33.96,38.9,231.1,3.69,3.71,7,31.33,-10.15,5.47,0,18.94,169.71
2026-06-06 22:00:00,V102,33.539934328627204,-111.92679702616948,29.59,33.5,677.8,0.62,4.6,8,26.8,-1.89,-0.62,0,18.36,0.0
2026-06-06 23:00:00,V103,33.35537553886111,-112.06067002913234,32.28,40.3,648.0,5.94,4.66,12,30.22,0.32,-3.11,0,23.96,97.71
2026-06-07 00:00:00,V101,33.388583486766095,-112.15874286755488,32.39,17.9,690.0,0.73,1.73,2,26.37,4.63,1.58,0,7.29,102.43
2026-06-07 01:00:00,V103,33.538022177444354,-112.09775529006303,33.17,31.8,344.2,5.82,2.65,11,29.12,-1.23,1.01,0,23.01,135.86
2026-06-07 02:00:00,V102,33.355568533964224,-112.15055259739596,30.14,30.0,421.7,3.52,4.01,10,26.3,3.39,-0.45,0,20.53,6.0
2026-06-07 03:00:00,V101,33.57532574675142,-112.14882542653288,30.02,36.2,664.7,5.8,3.16,7,27.36,2.52,8.56,0,16.68,0.86
2026-06-07 04:00:00,V102,33.427358227558905,-111.91556750394858,32.78,31.0,649.7,1.13,6.56,15,29.15,2.81,-3.09,0,26.93,119.14
2026-06-07 05:00:00,V102,33.326111688776294,-112.06642616631456,32.45,31.2,579.7,3.2,2.16,5,28.72,-1.78,-0.84,0,14.08,105.0
2026-06-07 06:00:00,V103,33.544724593051285,-111.9633593208284,32.38,27.9,462.8,1.43,2.64,2,28.0,0.21,-0.99,0,8.03,102.0
2026-06-07 07:00:00,V102,33.41205290491151,-112.0081183316467,35.63,24.3,884.7,0.78,4.44,9,30.53,-2.95,1.37,0,22.95,241.29
2026-06-07 08:00:00,V103,33.45794975824614,-111.99707209129848,36.98,29.5,454.8,3.9,3.06,14,32.41,6.07,-2.57,0,28.62,299.14
2026-06-07 09:00:00,V101,33.33369130332336,-112.1604919684584,40.83,18.6,541.7,1.64,-0.34,7,33.16,-1.74,-0.18,0,20.39,464.14
2026-06-07 10:00:00,V103,33.300775204453494,-112.12974466595536,42.83,43.8,708.6,3.73,6.9,5,43.42,-1.45,-1.87,1,21.04,549.86
2026-06-07 11:00:00,V101,33.49139556173799,-111.96397489945367,42.52,36.4,607.3,1.12,2.39,9,40.6,-0.95,-0.74,1,26.2,536.57
2026-06-07 12:00:00,V103,33.45455255110012,-111.90877013805758,46.8,43.6,460.2,2.33,4.84,8,48.74,48.6,17.23,1,27.95,720.0
2026-06-07 13:00:00,V102,33.47806157073694,-112.1211973072204,44.3,21.8,526.7,4.8,2.12,9,37.23,-1.75,4.05,1,27.15,612.86
2026-06-07 14:00:00,V103,33.53812315511416,-112.11852937057468,40.61,41.4,795.9,2.9,2.71,8,39.96,-2.09,-0.39,0,23.58,454.71
2026-06-07 15:00:00,V103,33.49398177402686,-112.05813086015674,41.47,39.3,408.6,3.95,1.57,7,39.93,0.49,0.5,0,21.66,491.57
2026-06-07 16:00:00,V101,33.35243203284821,-111.90484790614336,36.54,35.3,306.7,4.06,2.89,8,33.22,1.82,-0.1,0,21.42,280.29
2026-06-07 17:00:00,V102,33.408231755733176,-112.11931231625206,36.29,33.8,434.9,5.14,3.03,7,32.68,-3.72,-2.45,0,19.77,269.57
2026-06-07 18:00:00,V103,33.57176733143633,-112.07790842710972,33.74,24.5,837.2,2.29,3.8,10,28.82,13.8,4.42,0,22.73,160.29
2026-06-07 19:00:00,V102,33.53098341007551,-111.93255599531297,30.77,39.5,266.7,4.28,3.44,8,28.3,4.43,-1.34,0,18.49,33.0
2026-06-07 20:00:00,V103,33.46699111738101,-112.1991236902136,33.45,30.0,943.8,5.79,1.84,5,29.62,5.32,2.84,0,14.28,147.86
2026-06-07 21:00:00,V103,33.37669349934278,-112.18807021050344,32.62,17.1,605.8,4.52,3.21,6,26.11,4.77,2.33,0,16.48,112.29
2026-06-07 22:00:00,V102,33.39061815055044,-112.01877849687864,33.23,24.4,938.6,3.19,6.17,8,28.43,7.97,-0.93,0,21.07,138.43
2026-06-07 23:00:00,V103,33.51958742027569,-111.92778595058616,34.85,43.1,904.2,3.97,5.99,8,33.82,-2.64,1.75,0,21.88,207.86
2026-06-08 00:00:00,V102,33.55535227825583,-112.12834300187944,31.63,40.5,539.6,4.57,4.68,9,29.57,4.09,3.74,0,20.67,69.86
2026-06-08 01:00:00,V103,33.501427400859185,-112.0591074675958,30.87,44.5,348.9,3.87,4.99,11,29.37,-0.05,-1.67,0,22.26,37.29
2026-06-08 02:00:00,V101,33.54285899273053,-112.06486040950266,30.67,33.8,323.7,0.59,7.09,12,27.46,-0.78,-0.1,0,23.57,28.71
2026-06-08 03:00:00,V102,33.52999684056012,-112.05810859617137,30.78,22.4,380.0,1.57,4.86,9,25.59,-2.37,-1.16,0,20.24,33.43
2026-06-08 04:00:00,V103,33.34491119038709,-112.01324409128108,31.88,19.9,732.6,4.96,4.97,5,26.18,-2.07,-1.61,0,15.56,80.57
2026-06-08 05:00:00,V103,33.42718344387399,-112.0590768711028,32.51,20.6,404.7,2.0,1.65,3,26.63,-6.94,1.94,0,9.65,107.57
2026-06-08 06:00:00,V101,33.345895140248565,-112.06575955760329,32.42,15.6,456.1,4.52,2.33,13,25.53,0.92,0.16,0,24.22,103.71
2026-06-08 07:00:00,V102,33.3705706754406,-112.05771347387062,36.35,26.7,536.6,2.55,3.95,12,31.29,1.11,-1.36,0,26.59,272.14
